LoanID,Age,Gender,Married,Dependents,Education,SelfEmployed,EmploymentType,CreditHistory,PropertyArea,LoanPurpose,LoanTermMonths,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanStatus
LOAN00242,61,Male,Yes,0,Not Graduate,Yes,Business Owner,Good,Urban,Vehicle,120,30228,9379,100727,Approved
LOAN00243,53,Female,No,3+,Graduate,No,Business Owner,Good,Urban,Home,300,34552,3435,87760,Approved
LOAN00244,60,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Vehicle,360,80341,12735,259633,Approved
LOAN00245,59,Female,Yes,1,Graduate,No,Business Owner,Average,Semiurban,Home,240,24001,12829,99023,Rejected
LOAN00246,38,Female,Yes,0,Not Graduate,No,Freelancer,Good,Rural,Home,360,51792,35259,242626,Approved
LOAN00247,60,Male,No,1,Graduate,No,Salaried,Average,Urban,Business,360,36286,13655,159606,Rejected
LOAN00248,21,Female,Yes,0,Graduate,No,Business Owner,Average,Rural,Home,360,21785,20755,143587,Approved
LOAN00249,31,Female,Yes,0,Graduate,Yes,Salaried,Good,Urban,Business,240,27315,16122,145938,Approved
LOAN00250,48,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Personal,360,53628,1876,101484,Approved
LOAN00251,45,Female,Yes,3+,Graduate,No,Business Owner,Average,Urban,Medical,240,51516,13480,178559,Approved
LOAN00252,43,Female,Yes,0,Not Graduate,No,Government,Good,Semiurban,Home,360,28735,9910,103710,Approved
LOAN00253,51,Male,Yes,3+,Graduate,No,Government,Poor,Semiurban,Personal,240,42390,7240,154594,Rejected
LOAN00254,50,Female,No,2,Not Graduate,No,Salaried,Average,Urban,Education,360,22773,5086,112988,Rejected
LOAN00255,62,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Personal,120,33542,7395,102994,Approved
LOAN00256,55,Male,No,2,Graduate,No,Business Owner,Average,Semiurban,Vehicle,120,29932,3738,134929,Approved
LOAN00257,27,Female,No,0,Graduate,No,Salaried,Good,Rural,Home,360,55232,4072,194722,Approved
LOAN00258,36,Male,Yes,3+,Graduate,No,Freelancer,Good,Urban,Education,240,44725,7865,175785,Approved
LOAN00259,46,Male,Yes,1,Not Graduate,No,Freelancer,Average,Urban,Home,240,26790,9654,93231,Rejected
LOAN00260,22,Male,Yes,0,Graduate,Yes,Government,Average,Urban,Vehicle,360,28017,3549,128707,Approved
LOAN00261,21,Female,No,0,Graduate,No,Salaried,Good,Rural,Education,360,35844,3784,147811,Approved
LOAN00262,32,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,180,33773,9178,101261,Approved
LOAN00263,25,Male,Yes,3+,Not Graduate,No,Government,Good,Urban,Business,180,32023,29822,140346,Approved
LOAN00264,57,Male,Yes,0,Graduate,No,Freelancer,Good,Rural,Medical,360,30996,15994,160858,Approved
LOAN00265,52,Female,No,1,Graduate,No,Government,Good,Semiurban,Personal,360,67551,817,173054,Approved
LOAN00266,29,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Education,240,29633,28822,176356,Approved
LOAN00267,61,Female,No,3+,Graduate,No,Business Owner,Good,Rural,Vehicle,360,41564,3436,126945,Approved
LOAN00268,55,Female,Yes,0,Graduate,Yes,Business Owner,Poor,Semiurban,Personal,300,108034,5537,344576,Rejected
LOAN00269,39,Male,Yes,1,Not Graduate,No,Salaried,Good,Semiurban,Personal,180,24812,10432,70032,Approved
LOAN00270,36,Female,Yes,1,Graduate,No,Business Owner,Good,Urban,Home,180,39605,19753,153159,Approved
LOAN00271,23,Male,Yes,2,Graduate,No,Business Owner,Average,Rural,Home,240,40539,5540,178028,Rejected
LOAN00272,40,Female,Yes,0,Graduate,Yes,Salaried,Average,Urban,Home,360,36135,5874,78247,Rejected
LOAN00273,44,Female,Yes,0,Graduate,No,Salaried,Poor,Urban,Education,120,36994,32331,173768,Approved
LOAN00274,53,Female,No,0,Graduate,Yes,Business Owner,Good,Urban,Home,180,24452,3343,154958,Approved
LOAN00275,44,Male,No,2,Not Graduate,Yes,Business Owner,Good,Rural,Education,360,42680,11310,118431,Approved
LOAN00276,31,Female,No,0,Not Graduate,No,Government,Good,Semiurban,Business,180,15887,674,45654,Approved
LOAN00277,28,Male,Yes,1,Not Graduate,No,Salaried,Good,Semiurban,Education,360,81554,12982,257282,Rejected
LOAN00278,56,Male,Yes,0,Not Graduate,No,Salaried,Good,Urban,Business,180,78501,9739,191765,Approved
LOAN00279,58,Male,Yes,2,Graduate,No,Unemployed,Good,Semiurban,Home,360,31315,24585,221408,Approved
LOAN00280,60,Female,No,3+,Graduate,Yes,Government,Good,Rural,Personal,240,58296,11613,182500,Approved
LOAN00281,40,Female,No,1,Graduate,No,Salaried,Good,Urban,Personal,180,31824,9194,123778,Approved
LOAN00282,55,Female,Yes,0,Graduate,Yes,Government,Average,Rural,Business,360,36476,11499,118001,Approved
LOAN00283,45,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Personal,360,26731,10696,85540,Approved
LOAN00284,55,Male,Yes,0,Graduate,No,Salaried,Average,Rural,Home,360,52517,18691,173815,Rejected
LOAN00285,45,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,360,27957,18927,112698,Approved
LOAN00286,49,Male,Yes,1,Not Graduate,No,Salaried,Good,Semiurban,Home,300,51706,4105,179991,Approved
LOAN00287,38,Female,No,1,Not Graduate,Yes,Government,Good,Rural,Education,300,35635,2416,133168,Approved
LOAN00288,38,Female,No,3+,Not Graduate,Yes,Freelancer,Good,Rural,Home,360,36035,4944,110598,Rejected
LOAN00289,22,Female,Yes,0,Graduate,No,Unemployed,Good,Urban,Business,360,18563,8369,57645,Approved
LOAN00290,55,Female,Yes,2,Graduate,No,Freelancer,Average,Semiurban,Home,360,37307,14363,141493,Rejected
LOAN00291,36,Male,No,1,Graduate,No,Salaried,Average,Urban,Business,360,21685,2948,99777,Approved
LOAN00292,61,Male,Yes,1,Graduate,No,Freelancer,Good,Rural,Education,180,37336,5626,176618,Approved
LOAN00293,56,Female,Yes,0,Graduate,Yes,Unemployed,Good,Semiurban,Personal,180,86933,8743,176532,Approved
LOAN00294,53,Male,Yes,1,Graduate,No,Freelancer,Poor,Urban,Business,240,19432,4259,94265,Approved
LOAN00295,24,Male,Yes,1,Graduate,No,Freelancer,Good,Urban,Home,360,33992,11646,183158,Approved
LOAN00296,53,Male,Yes,2,Graduate,No,Government,Good,Rural,Home,360,27283,13779,108281,Approved
LOAN00297,34,Female,No,3+,Graduate,No,Salaried,Good,Semiurban,Personal,360,22739,3313,96094,Approved
LOAN00298,41,Male,Yes,0,Graduate,No,Freelancer,Average,Urban,Education,240,25437,28121,141554,Rejected
LOAN00299,40,Male,Yes,0,Graduate,Yes,Government,Good,Urban,Business,180,70394,11363,298977,Approved
LOAN00300,28,Female,No,1,Graduate,No,Unemployed,Good,Urban,Business,360,79334,6647,280279,Approved
LOAN00301,27,Female,Yes,1,Graduate,No,Salaried,Good,Semiurban,Home,360,22678,6447,130464,Approved
LOAN00302,23,Male,No,0,Graduate,No,Business Owner,Good,Rural,Home,180,43495,3356,139363,Approved
LOAN00303,37,Male,No,2,Graduate,No,Freelancer,Good,Rural,Education,360,24015,1942,73662,Approved
LOAN00304,53,Male,Yes,3+,Not Graduate,No,Salaried,Average,Semiurban,Home,240,26762,44801,142518,Rejected
LOAN00305,32,Male,No,3+,Not Graduate,No,Business Owner,Good,Rural,Home,240,14441,6733,47477,Approved
LOAN00306,42,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,360,94781,24945,414104,Approved
LOAN00307,42,Female,No,3+,Graduate,No,Salaried,Good,Urban,Home,360,59530,3989,295326,Approved
LOAN00308,50,Female,Yes,2,Graduate,No,Salaried,Good,Rural,Home,360,27085,5448,120445,Approved
LOAN00309,58,Female,No,1,Graduate,No,Business Owner,Average,Urban,Medical,120,41282,15605,195058,Rejected
LOAN00310,58,Male,No,1,Graduate,No,Salaried,Good,Urban,Business,240,30334,5006,116357,Approved
LOAN00311,65,Female,Yes,2,Graduate,No,Business Owner,Good,Rural,Vehicle,240,55586,10164,163888,Approved
LOAN00312,28,Male,Yes,1,Graduate,No,Salaried,Good,Urban,Home,240,31146,13951,152313,Approved
LOAN00313,47,Female,No,0,Graduate,No,Salaried,Good,Rural,Home,300,33268,7471,134776,Approved
LOAN00314,47,Female,No,1,Graduate,No,Salaried,Good,Rural,Personal,240,26959,4022,62634,Approved
LOAN00315,54,Male,Yes,1,Graduate,Yes,Salaried,Average,Semiurban,Business,240,47655,20503,127416,Rejected
LOAN00316,41,Female,No,0,Not Graduate,No,Business Owner,Good,Urban,Home,240,98145,3823,178231,Approved
LOAN00317,50,Male,Yes,3+,Graduate,Yes,Government,Average,Urban,Education,360,31955,18975,166253,Rejected
LOAN00318,53,Female,Yes,2,Graduate,No,Salaried,Average,Urban,Business,360,31790,3411,87490,Approved
LOAN00319,48,Male,Yes,1,Not Graduate,No,Salaried,Average,Semiurban,Personal,360,35907,2657,119331,Rejected
LOAN00320,53,Male,Yes,0,Not Graduate,Yes,Freelancer,Good,Rural,Home,180,40827,18028,205219,Approved
LOAN00321,25,Female,No,1,Graduate,Yes,Salaried,Good,Semiurban,Business,240,31744,3744,142756,Approved
LOAN00322,39,Male,Yes,0,Graduate,No,Unemployed,Poor,Semiurban,Vehicle,60,30439,41036,109598,Rejected
LOAN00323,24,Female,No,0,Graduate,No,Freelancer,Average,Semiurban,Medical,180,37689,1432,111133,Approved
LOAN00324,55,Male,Yes,1,Graduate,Yes,Salaried,Average,Semiurban,Personal,240,16515,6002,81744,Approved
LOAN00325,37,Female,Yes,0,Not Graduate,No,Salaried,Good,Rural,Home,120,28387,30092,160811,Approved
LOAN00326,64,Female,Yes,1,Not Graduate,No,Business Owner,Good,Urban,Vehicle,360,14758,16211,113684,Approved
LOAN00327,48,Male,Yes,0,Graduate,Yes,Salaried,Average,Rural,Vehicle,360,29094,27702,105568,Approved
LOAN00328,50,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Vehicle,180,23701,7693,102145,Approved
LOAN00329,49,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Personal,360,48153,13612,215706,Approved
LOAN00330,26,Male,Yes,3+,Graduate,No,Government,Good,Urban,Personal,180,26086,6468,125366,Approved
LOAN00331,55,Male,Yes,1,Not Graduate,No,Business Owner,Good,Urban,Home,360,30808,3837,114378,Approved
LOAN00332,61,Female,Yes,2,Not Graduate,No,Salaried,Good,Semiurban,Home,360,13814,17077,56357,Approved
LOAN00333,57,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Vehicle,360,57531,8316,242884,Approved
LOAN00334,44,Female,No,0,Graduate,No,Salaried,Good,Rural,Home,180,22273,2929,89322,Approved
LOAN00335,49,Female,No,3+,Graduate,No,Business Owner,Good,Semiurban,Home,240,29226,7147,98791,Approved
LOAN00336,51,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Education,120,51542,12205,155430,Approved
LOAN00337,55,Female,Yes,0,Not Graduate,No,Business Owner,Good,Urban,Personal,240,51629,11367,234045,Approved
LOAN00338,53,Male,Yes,1,Graduate,No,Unemployed,Average,Urban,Home,360,22029,8184,77278,Rejected
LOAN00339,41,Female,No,0,Graduate,No,Salaried,Good,Urban,Business,360,46034,8299,99078,Approved
LOAN00340,52,Female,Yes,2,Graduate,No,Salaried,Good,Urban,Home,360,21657,17321,107111,Approved
LOAN00341,43,Female,Yes,1,Not Graduate,No,Salaried,Average,Rural,Home,300,40317,2467,187560,Rejected
LOAN00342,53,Male,Yes,0,Graduate,Yes,Salaried,Poor,Urban,Education,360,25517,15972,114284,Approved
LOAN00343,23,Male,Yes,0,Not Graduate,Yes,Salaried,Good,Semiurban,Home,240,22999,14460,97011,Approved
LOAN00344,38,Male,Yes,0,Not Graduate,No,Government,Good,Urban,Personal,180,36896,5228,144416,Approved
LOAN00345,45,Female,No,3+,Not Graduate,No,Government,Good,Semiurban,Personal,360,26224,4593,80156,Approved
LOAN00346,62,Female,Yes,2,Graduate,No,Salaried,Good,Rural,Vehicle,240,90072,15571,395592,Approved
LOAN00347,51,Male,No,0,Graduate,No,Business Owner,Average,Semiurban,Home,120,27502,5130,135135,Approved
LOAN00348,23,Female,Yes,0,Graduate,No,Business Owner,Poor,Semiurban,Business,180,21240,28114,111262,Approved
LOAN00349,60,Male,Yes,2,Graduate,No,Business Owner,Poor,Urban,Home,360,24234,38981,136652,Rejected
LOAN00350,44,Male,No,1,Graduate,No,Salaried,Good,Rural,Home,360,36033,2042,84987,Approved
LOAN00351,52,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Business,240,38192,10292,155621,Approved
LOAN00352,42,Female,No,0,Graduate,No,Business Owner,Poor,Semiurban,Vehicle,360,41743,1634,103316,Rejected
LOAN00353,43,Female,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Home,360,54731,3930,194770,Approved
LOAN00354,22,Male,Yes,1,Graduate,No,Government,Good,Rural,Home,360,17122,9215,88640,Approved
LOAN00355,47,Female,No,3+,Graduate,No,Freelancer,Average,Semiurban,Personal,360,55867,2749,124004,Approved
LOAN00356,62,Male,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Education,360,24071,7467,124499,Approved
LOAN00357,22,Female,No,1,Not Graduate,No,Salaried,Good,Semiurban,Personal,360,43510,2348,111502,Approved
LOAN00358,46,Female,Yes,0,Not Graduate,No,Government,Average,Urban,Medical,240,78786,11835,321681,Rejected
LOAN00359,37,Female,No,0,Not Graduate,Yes,Business Owner,Good,Semiurban,Business,240,25356,842,123324,Approved
LOAN00360,60,Male,Yes,0,Not Graduate,No,Government,Good,Semiurban,Home,300,24888,8382,130152,Approved
LOAN00361,53,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Vehicle,60,22904,15702,128497,Approved
LOAN00362,29,Female,No,1,Graduate,No,Business Owner,Good,Semiurban,Home,240,31192,4529,144490,Approved
LOAN00363,63,Male,No,1,Graduate,No,Business Owner,Good,Urban,Home,300,64178,10758,244398,Approved
LOAN00364,59,Female,No,0,Graduate,Yes,Government,Good,Rural,Vehicle,180,21995,1776,79676,Approved
LOAN00365,49,Male,No,0,Graduate,Yes,Salaried,Good,Rural,Education,180,29080,13790,99949,Approved
LOAN00366,62,Female,No,0,Graduate,Yes,Salaried,Average,Rural,Home,300,56336,17539,198053,Rejected
LOAN00367,46,Male,Yes,2,Graduate,No,Salaried,Good,Urban,Business,360,48088,15921,211553,Approved
LOAN00368,55,Female,Yes,0,Graduate,No,Government,Average,Semiurban,Vehicle,360,29002,18286,171751,Rejected
LOAN00369,45,Female,Yes,2,Graduate,No,Government,Good,Rural,Home,300,33027,5115,211444,Approved
LOAN00370,44,Male,Yes,0,Not Graduate,No,Unemployed,Average,Semiurban,Home,300,54838,32695,172642,Rejected
LOAN00371,33,Male,Yes,0,Graduate,No,Unemployed,Good,Semiurban,Home,240,73998,11086,311351,Approved
LOAN00372,27,Male,Yes,1,Not Graduate,No,Salaried,Good,Rural,Education,180,78077,10150,325538,Approved
LOAN00373,56,Male,Yes,0,Graduate,No,Salaried,Average,Semiurban,Vehicle,180,67569,13668,167620,Approved
LOAN00374,65,Male,No,0,Not Graduate,No,Salaried,Good,Semiurban,Vehicle,360,26862,2672,88509,Approved
LOAN00375,40,Female,Yes,0,Not Graduate,No,Salaried,Good,Urban,Business,300,82321,11841,280326,Approved
LOAN00376,21,Male,Yes,1,Graduate,No,Government,Good,Urban,Home,360,26043,11619,59964,Approved
LOAN00377,28,Male,Yes,1,Graduate,No,Government,Average,Urban,Home,360,17275,18083,106621,Approved
LOAN00378,36,Female,No,0,Graduate,No,Salaried,Good,Rural,Home,180,38199,11907,182489,Approved
LOAN00379,34,Male,No,1,Not Graduate,Yes,Business Owner,Good,Semiurban,Home,300,70566,2667,282964,Approved
LOAN00380,32,Female,No,0,Not Graduate,Yes,Government,Good,Semiurban,Home,240,48954,3636,231057,Approved
LOAN00381,43,Female,Yes,0,Not Graduate,No,Business Owner,Good,Rural,Education,240,35131,5936,136966,Approved
LOAN00382,35,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,300,41403,20969,164476,Approved
LOAN00383,48,Female,Yes,3+,Graduate,No,Business Owner,Good,Semiurban,Vehicle,360,46141,9257,204164,Approved
LOAN00384,54,Female,Yes,0,Not Graduate,No,Salaried,Good,Urban,Vehicle,360,38809,7638,134689,Approved
LOAN00385,22,Male,Yes,0,Graduate,No,Business Owner,Good,Rural,Business,360,31796,14242,69704,Approved
LOAN00386,52,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Home,60,26021,13221,94989,Rejected
LOAN00387,43,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Personal,180,38198,9596,159906,Approved
LOAN00388,42,Female,No,1,Not Graduate,No,Unemployed,Average,Urban,Medical,120,34367,5044,91830,Rejected
LOAN00389,45,Male,No,0,Graduate,No,Business Owner,Good,Urban,Home,240,36375,4941,97379,Approved
LOAN00390,42,Female,Yes,0,Graduate,No,Business Owner,Poor,Urban,Vehicle,240,58145,3868,257532,Rejected
LOAN00391,42,Female,Yes,1,Graduate,No,Unemployed,Good,Semiurban,Personal,360,32486,26945,154049,Approved
LOAN00392,62,Female,Yes,0,Not Graduate,No,Salaried,Poor,Urban,Business,300,33069,5576,126843,Approved
LOAN00393,26,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Home,360,39555,4513,217569,Approved
LOAN00394,35,Male,No,1,Graduate,No,Government,Good,Urban,Education,360,118378,8097,355532,Approved
LOAN00395,63,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Business,180,22218,10745,25000,Approved
LOAN00396,57,Female,No,1,Not Graduate,No,Government,Good,Semiurban,Education,360,59358,3458,230004,Approved
LOAN00397,53,Male,Yes,0,Not Graduate,No,Salaried,Average,Rural,Personal,300,31744,9537,108786,Rejected
LOAN00398,28,Male,No,1,Not Graduate,No,Salaried,Average,Rural,Vehicle,300,35332,2682,84079,Approved
LOAN00399,64,Female,Yes,0,Graduate,No,Business Owner,Poor,Rural,Home,360,20121,16785,119460,Rejected
LOAN00400,64,Female,No,0,Not Graduate,No,Salaried,Good,Semiurban,Business,120,84644,3845,214913,Approved
LOAN00401,25,Female,Yes,1,Graduate,No,Freelancer,Good,Semiurban,Vehicle,360,40141,11087,151270,Approved
LOAN00402,59,Female,No,3+,Graduate,No,Business Owner,Good,Semiurban,Home,360,48848,9801,196104,Approved
LOAN00403,24,Female,Yes,3+,Graduate,No,Government,Poor,Semiurban,Education,360,18500,16145,77841,Approved
LOAN00404,26,Male,Yes,1,Graduate,No,Government,Good,Urban,Personal,360,27200,12537,112730,Approved
LOAN00405,65,Male,No,0,Not Graduate,Yes,Salaried,Average,Semiurban,Business,300,43722,3606,195722,Rejected
LOAN00406,52,Male,No,0,Graduate,No,Government,Good,Urban,Home,120,33778,1701,89460,Approved
LOAN00407,50,Male,No,0,Graduate,No,Business Owner,Good,Semiurban,Home,180,44400,4790,161897,Approved
LOAN00408,55,Female,No,1,Graduate,No,Freelancer,Poor,Semiurban,Business,240,93553,2288,180819,Rejected
LOAN00409,60,Female,No,0,Graduate,No,Government,Good,Urban,Business,180,45573,19287,232230,Approved
LOAN00410,36,Female,Yes,3+,Graduate,No,Business Owner,Good,Urban,Home,360,29675,6947,80448,Approved
LOAN00411,33,Male,Yes,0,Graduate,No,Business Owner,Good,Urban,Business,240,27089,11959,127340,Approved
LOAN00412,62,Female,Yes,0,Graduate,No,Business Owner,Average,Rural,Home,360,25735,10233,116114,Rejected
LOAN00413,50,Female,No,0,Graduate,No,Salaried,Good,Urban,Home,360,29958,7188,80204,Approved
LOAN00414,39,Female,Yes,2,Graduate,No,Salaried,Good,Urban,Business,180,30532,5316,132299,Approved
LOAN00415,37,Female,Yes,1,Not Graduate,No,Business Owner,Good,Rural,Home,300,38312,8946,181591,Rejected
LOAN00416,39,Male,Yes,1,Graduate,No,Salaried,Good,Semiurban,Personal,300,46062,4974,226017,Approved
LOAN00417,48,Male,No,0,Not Graduate,Yes,Salaried,Good,Urban,Home,300,44177,16023,110280,Approved
LOAN00418,46,Male,Yes,2,Not Graduate,Yes,Salaried,Good,Urban,Business,300,38540,24513,164230,Approved
LOAN00419,57,Male,Yes,0,Not Graduate,Yes,Business Owner,Poor,Urban,Education,120,39756,17498,178425,Rejected
LOAN00420,46,Male,Yes,3+,Graduate,No,Salaried,Poor,Urban,Education,360,113670,13486,441919,Rejected
LOAN00421,43,Female,Yes,1,Graduate,Yes,Freelancer,Good,Urban,Vehicle,300,26236,11348,132281,Approved
LOAN00422,29,Female,Yes,0,Not Graduate,No,Salaried,Average,Semiurban,Education,360,35718,5833,158359,Approved
LOAN00423,32,Female,No,1,Graduate,No,Business Owner,Good,Rural,Vehicle,360,16263,20313,102749,Approved
LOAN00424,21,Female,Yes,1,Graduate,No,Salaried,Good,Semiurban,Business,180,30567,24897,188597,Approved
LOAN00425,21,Male,No,0,Graduate,No,Freelancer,Good,Semiurban,Business,120,24235,9311,105935,Approved
LOAN00426,54,Female,Yes,3+,Graduate,No,Salaried,Good,Urban,Vehicle,360,26149,10702,105301,Approved
LOAN00427,52,Male,No,0,Not Graduate,No,Unemployed,Good,Urban,Business,360,21299,3279,59919,Approved
LOAN00428,45,Male,Yes,0,Graduate,No,Government,Good,Rural,Business,240,19763,8967,113452,Approved
LOAN00429,60,Male,Yes,0,Graduate,No,Government,Average,Urban,Vehicle,240,38370,5143,202698,Rejected
LOAN00430,65,Male,No,0,Graduate,No,Government,Good,Rural,Personal,180,49994,7645,176332,Approved
LOAN00431,21,Male,Yes,1,Graduate,No,Salaried,Average,Semiurban,Education,240,25663,14180,146845,Rejected
LOAN00432,36,Male,Yes,0,Graduate,No,Business Owner,Good,Rural,Business,240,14581,13294,70031,Approved
LOAN00433,59,Male,No,2,Graduate,No,Freelancer,Good,Urban,Home,240,38177,9250,114542,Approved
LOAN00434,25,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Education,360,44858,2528,136024,Approved
LOAN00435,42,Male,No,3+,Graduate,No,Government,Good,Rural,Education,240,49177,8557,122453,Approved
LOAN00436,49,Male,Yes,1,Not Graduate,No,Freelancer,Average,Rural,Personal,120,22935,15802,76179,Rejected
LOAN00437,23,Male,No,2,Graduate,No,Unemployed,Average,Urban,Business,240,27649,8525,144924,Approved
LOAN00438,32,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Vehicle,360,22039,21617,134372,Approved
LOAN00439,46,Male,Yes,0,Graduate,No,Government,Average,Urban,Home,300,26038,10303,114156,Rejected
LOAN00440,36,Male,Yes,0,Graduate,No,Freelancer,Poor,Urban,Education,360,25453,13881,102596,Rejected
LOAN00441,57,Male,Yes,1,Not Graduate,No,Freelancer,Good,Semiurban,Personal,300,28871,5993,133717,Approved
LOAN00442,42,Male,Yes,2,Not Graduate,No,Salaried,Good,Semiurban,Home,240,32430,15549,92587,Approved
LOAN00443,49,Male,Yes,0,Graduate,No,Government,Average,Rural,Home,180,38239,17537,154129,Rejected
LOAN00444,34,Male,Yes,0,Graduate,Yes,Government,Good,Semiurban,Education,360,24823,7128,107589,Approved
LOAN00445,48,Male,Yes,2,Not Graduate,No,Salaried,Average,Urban,Vehicle,300,34102,4639,131690,Approved
